client_id,artisan_id,category,subscription,type,value,date
190,77,Climatisation,basic,view_profile,0.2,2026-04-16
254,27,Peinture,free,reject_offer,-0.3,2025-12-30
195,7,Serrurerie,free,message_sent,0.6,2025-12-31
53,216,Plomberie,free,ignore,0.0,2025-11-10
278,217,Menuiserie,premium,view_profile,0.2,2025-06-10
152,230,Menuiserie,free,ignore,0.0,2025-08-22
388,216,Plomberie,free,ignore,0.0,2025-12-29
9,68,Serrurerie,basic,view_profile,0.2,2025-07-07
188,259,Maçonnerie,basic,accept_offer,1.0,2025-07-11
192,102,Informatique,free,ignore,0.0,2025-07-09
226,118,Informatique,basic,reject_offer,-0.3,2026-04-26
47,217,Menuiserie,premium,accept_offer,1.0,2025-07-23
162,217,Menuiserie,premium,view_profile,0.2,2026-03-01
226,293,Plomberie,basic,view_profile,0.2,2025-08-10
92,131,Serrurerie,free,accept_offer,1.0,2025-09-20
126,168,Plomberie,basic,accept_offer,1.0,2026-03-22
136,29,Plomberie,free,ignore,0.0,2025-10-18
375,188,Nettoyage,basic,message_sent,0.6,2026-05-19
164,240,Climatisation,basic,accept_offer,1.0,2025-11-15
371,236,Peinture,free,view_profile,0.2,2025-07-15
389,269,Carrelage,free,reject_offer,-0.3,2026-03-04
204,223,Climatisation,free,ignore,0.0,2025-11-05
368,208,Nettoyage,basic,accept_offer,1.0,2026-01-10
170,199,Maçonnerie,elite,ignore,0.0,2026-03-15
121,100,Menuiserie,free,ignore,0.0,2026-06-05
311,254,Plomberie,basic,message_sent,0.6,2026-05-14
287,236,Peinture,free,reject_offer,-0.3,2025-06-08
192,240,Climatisation,basic,view_profile,0.2,2025-09-08
125,245,Déménagement,free,ignore,0.0,2025-07-20
278,136,Électricité,free,message_sent,0.6,2025-06-08
329,52,Climatisation,basic,accept_offer,1.0,2025-08-27
14,185,Carrelage,premium,accept_offer,1.0,2025-10-06
112,98,Électricité,free,ignore,0.0,2025-08-17
354,246,Climatisation,free,message_sent,0.6,2026-05-20
69,108,Informatique,premium,reject_offer,-0.3,2025-12-29
149,133,Carrelage,free,view_profile,0.2,2026-03-19
69,165,Plomberie,elite,message_sent,0.6,2025-08-27
203,236,Peinture,free,reject_offer,-0.3,2026-04-04
335,96,Informatique,basic,message_sent,0.6,2026-01-15
243,122,Menuiserie,elite,accept_offer,1.0,2026-06-03
82,115,Serrurerie,basic,ignore,0.0,2025-11-25
334,73,Climatisation,elite,view_profile,0.2,2025-10-05
352,94,Déménagement,free,view_profile,0.2,2025-07-23
129,1,Maçonnerie,basic,view_profile,0.2,2026-04-16
97,117,Menuiserie,elite,reject_offer,-0.3,2025-09-02
265,143,Informatique,elite,accept_offer,1.0,2025-09-21
153,254,Plomberie,basic,accept_offer,1.0,2026-04-10
303,269,Carrelage,free,view_profile,0.2,2026-04-12
5,248,Carrelage,free,accept_offer,1.0,2025-11-16
44,169,Peinture,free,ignore,0.0,2026-05-24
176,65,Menuiserie,free,ignore,0.0,2025-07-04
227,166,Maçonnerie,free,accept_offer,1.0,2026-05-24
312,36,Serrurerie,free,message_sent,0.6,2025-09-26
64,16,Peinture,basic,view_profile,0.2,2025-12-23
146,126,Menuiserie,premium,message_sent,0.6,2025-08-23
95,222,Plomberie,basic,ignore,0.0,2025-08-21
66,253,Carrelage,free,reject_offer,-0.3,2026-01-30
112,105,Déménagement,premium,reject_offer,-0.3,2026-01-03
372,260,Électricité,premium,accept_offer,1.0,2025-06-22
204,206,Nettoyage,basic,ignore,0.0,2026-02-04
15,227,Plomberie,basic,view_profile,0.2,2026-03-17
186,27,Peinture,free,message_sent,0.6,2025-06-22
172,161,Serrurerie,free,view_profile,0.2,2026-02-17
156,70,Nettoyage,free,ignore,0.0,2025-07-18
373,20,Informatique,free,ignore,0.0,2026-06-02
153,28,Peinture,basic,view_profile,0.2,2026-02-13
139,10,Nettoyage,free,ignore,0.0,2026-01-13
243,188,Nettoyage,basic,accept_offer,1.0,2026-01-10
233,216,Plomberie,free,view_profile,0.2,2026-03-23
2,221,Climatisation,basic,ignore,0.0,2025-06-12
21,126,Menuiserie,premium,reject_offer,-0.3,2025-09-10
261,183,Informatique,free,reject_offer,-0.3,2025-12-28
135,211,Carrelage,free,reject_offer,-0.3,2025-10-27
294,230,Menuiserie,free,message_sent,0.6,2026-04-05
249,107,Électricité,free,view_profile,0.2,2025-09-24
301,293,Plomberie,basic,reject_offer,-0.3,2026-03-26
278,143,Informatique,elite,accept_offer,1.0,2026-04-07
40,132,Peinture,free,accept_offer,1.0,2026-06-01
260,219,Déménagement,elite,view_profile,0.2,2026-04-18
162,161,Serrurerie,free,view_profile,0.2,2025-10-27
306,107,Électricité,free,view_profile,0.2,2026-01-04
397,224,Électricité,free,message_sent,0.6,2025-08-09
68,114,Maçonnerie,free,ignore,0.0,2025-10-14
196,52,Climatisation,basic,view_profile,0.2,2025-08-24
368,281,Climatisation,premium,reject_offer,-0.3,2026-03-05
334,39,Serrurerie,premium,reject_offer,-0.3,2025-07-28
169,148,Informatique,elite,accept_offer,1.0,2025-11-25
117,129,Déménagement,basic,view_profile,0.2,2026-05-29
38,94,Déménagement,free,ignore,0.0,2026-01-14
380,84,Nettoyage,premium,view_profile,0.2,2025-09-11
303,272,Électricité,free,accept_offer,1.0,2025-11-07
255,154,Électricité,free,view_profile,0.2,2026-04-27
83,175,Nettoyage,free,accept_offer,1.0,2026-01-27
383,259,Maçonnerie,basic,reject_offer,-0.3,2025-07-07
263,257,Menuiserie,free,reject_offer,-0.3,2025-08-09
105,231,Déménagement,free,accept_offer,1.0,2026-03-11
333,248,Carrelage,free,view_profile,0.2,2026-05-07
280,149,Carrelage,free,view_profile,0.2,2026-02-27
26,197,Serrurerie,basic,accept_offer,1.0,2025-09-15
358,131,Serrurerie,free,reject_offer,-0.3,2025-12-11
206,157,Peinture,premium,accept_offer,1.0,2026-03-26
307,275,Électricité,free,ignore,0.0,2025-10-21
201,13,Plomberie,elite,reject_offer,-0.3,2025-11-18
264,220,Peinture,free,accept_offer,1.0,2026-04-20
138,291,Nettoyage,basic,ignore,0.0,2025-12-20
99,278,Jardinage,basic,message_sent,0.6,2025-06-06
318,228,Informatique,premium,view_profile,0.2,2025-12-24
62,26,Jardinage,elite,reject_offer,-0.3,2025-07-05
294,73,Climatisation,elite,accept_offer,1.0,2025-12-18
206,68,Serrurerie,basic,view_profile,0.2,2026-01-05
166,183,Informatique,free,ignore,0.0,2026-01-21
351,260,Électricité,premium,accept_offer,1.0,2025-10-25
170,256,Déménagement,free,reject_offer,-0.3,2026-02-27
205,166,Maçonnerie,free,accept_offer,1.0,2025-12-05
253,181,Peinture,free,view_profile,0.2,2025-09-01
131,241,Informatique,free,accept_offer,1.0,2025-06-07
4,27,Peinture,free,reject_offer,-0.3,2026-01-19
173,267,Maçonnerie,basic,accept_offer,1.0,2026-01-03
272,68,Serrurerie,basic,message_sent,0.6,2025-07-04
183,37,Jardinage,basic,accept_offer,1.0,2025-12-02
131,167,Menuiserie,free,view_profile,0.2,2025-09-02
132,155,Serrurerie,free,message_sent,0.6,2026-02-22
302,242,Menuiserie,basic,ignore,0.0,2025-06-07
74,104,Climatisation,basic,message_sent,0.6,2025-12-30
274,219,Déménagement,elite,view_profile,0.2,2025-10-02
163,241,Informatique,free,ignore,0.0,2025-07-07
232,11,Électricité,free,ignore,0.0,2025-12-31
100,24,Jardinage,premium,ignore,0.0,2025-11-04
138,79,Déménagement,free,ignore,0.0,2026-02-22
330,211,Carrelage,free,view_profile,0.2,2025-06-28
356,171,Plomberie,free,ignore,0.0,2026-03-08
314,274,Carrelage,free,message_sent,0.6,2026-04-12
398,143,Informatique,elite,accept_offer,1.0,2025-09-21
138,297,Déménagement,premium,view_profile,0.2,2026-01-12
327,34,Nettoyage,elite,accept_offer,1.0,2026-02-03
306,249,Maçonnerie,free,ignore,0.0,2026-03-26
250,70,Nettoyage,free,ignore,0.0,2025-11-24
79,285,Climatisation,free,message_sent,0.6,2025-09-20
186,200,Plomberie,basic,accept_offer,1.0,2026-03-01
7,153,Climatisation,free,accept_offer,1.0,2025-06-26
238,105,Déménagement,premium,accept_offer,1.0,2025-12-15
385,252,Serrurerie,elite,accept_offer,1.0,2026-02-20
8,294,Électricité,premium,accept_offer,1.0,2026-04-28
328,115,Serrurerie,basic,reject_offer,-0.3,2026-05-17
10,173,Menuiserie,elite,reject_offer,-0.3,2026-04-22
390,281,Climatisation,premium,view_profile,0.2,2026-05-07
222,1,Maçonnerie,basic,view_profile,0.2,2026-04-16
129,139,Nettoyage,free,view_profile,0.2,2025-06-27
120,47,Informatique,basic,accept_offer,1.0,2026-03-03
308,72,Climatisation,free,accept_offer,1.0,2025-10-26
313,9,Menuiserie,free,reject_offer,-0.3,2025-11-11
79,21,Jardinage,basic,message_sent,0.6,2026-03-20
381,226,Jardinage,premium,accept_offer,1.0,2026-02-01
147,273,Maçonnerie,free,accept_offer,1.0,2025-12-07
313,188,Nettoyage,basic,ignore,0.0,2025-08-02
337,159,Menuiserie,basic,view_profile,0.2,2026-01-08
378,137,Électricité,free,ignore,0.0,2026-05-22
268,82,Maçonnerie,premium,message_sent,0.6,2026-02-16
268,67,Plomberie,free,ignore,0.0,2025-11-15
329,267,Maçonnerie,basic,accept_offer,1.0,2026-05-27
264,142,Déménagement,premium,view_profile,0.2,2026-01-06
82,126,Menuiserie,premium,accept_offer,1.0,2025-09-25
87,220,Peinture,free,view_profile,0.2,2026-04-30
185,281,Climatisation,premium,accept_offer,1.0,2026-04-19
388,144,Déménagement,premium,view_profile,0.2,2026-01-06
247,150,Nettoyage,basic,ignore,0.0,2025-09-20
51,228,Informatique,premium,view_profile,0.2,2025-06-06
197,207,Climatisation,free,view_profile,0.2,2026-04-03
110,45,Serrurerie,free,reject_offer,-0.3,2026-03-03
392,47,Informatique,basic,reject_offer,-0.3,2026-02-16
77,151,Informatique,basic,ignore,0.0,2025-12-17
186,175,Nettoyage,free,reject_offer,-0.3,2026-01-03
319,281,Climatisation,premium,reject_offer,-0.3,2025-06-16
216,79,Déménagement,free,message_sent,0.6,2026-01-26
372,74,Informatique,basic,message_sent,0.6,2026-02-02
61,231,Déménagement,free,accept_offer,1.0,2026-03-28
14,78,Plomberie,free,ignore,0.0,2025-09-29
242,294,Électricité,premium,view_profile,0.2,2026-06-02
391,220,Peinture,free,accept_offer,1.0,2025-10-22
366,278,Jardinage,basic,reject_offer,-0.3,2026-01-20
29,283,Électricité,basic,message_sent,0.6,2026-01-29
229,298,Déménagement,free,reject_offer,-0.3,2025-10-15
37,228,Informatique,premium,accept_offer,1.0,2025-11-12
161,104,Climatisation,basic,reject_offer,-0.3,2025-07-14
279,277,Climatisation,free,reject_offer,-0.3,2025-06-25
232,108,Informatique,premium,accept_offer,1.0,2025-07-08
181,299,Informatique,basic,view_profile,0.2,2026-02-12
309,30,Peinture,basic,accept_offer,1.0,2025-11-06
190,262,Déménagement,premium,ignore,0.0,2026-06-04
322,200,Plomberie,basic,view_profile,0.2,2026-03-13
108,259,Maçonnerie,basic,message_sent,0.6,2026-02-22
227,211,Carrelage,free,message_sent,0.6,2025-06-16
80,9,Menuiserie,free,ignore,0.0,2025-12-26
41,78,Plomberie,free,message_sent,0.6,2025-12-26
349,56,Jardinage,basic,view_profile,0.2,2026-04-24
342,15,Maçonnerie,free,reject_offer,-0.3,2025-11-22
378,46,Serrurerie,basic,accept_offer,1.0,2026-03-11
52,80,Jardinage,premium,ignore,0.0,2026-05-02
277,268,Carrelage,free,accept_offer,1.0,2026-05-06
391,51,Menuiserie,elite,accept_offer,1.0,2025-08-12
14,251,Maçonnerie,basic,view_profile,0.2,2025-12-27
199,19,Déménagement,premium,ignore,0.0,2025-06-29
233,68,Serrurerie,basic,message_sent,0.6,2025-08-19
302,285,Climatisation,free,view_profile,0.2,2026-03-15
311,119,Maçonnerie,premium,message_sent,0.6,2026-06-01
262,224,Électricité,free,reject_offer,-0.3,2026-04-12
233,24,Jardinage,premium,message_sent,0.6,2025-11-13
23,216,Plomberie,free,reject_offer,-0.3,2026-01-26
262,212,Informatique,basic,ignore,0.0,2025-09-28
98,174,Maçonnerie,premium,accept_offer,1.0,2026-01-19
7,250,Déménagement,basic,reject_offer,-0.3,2025-07-26
393,88,Maçonnerie,basic,ignore,0.0,2026-05-07
112,52,Climatisation,basic,accept_offer,1.0,2025-11-26
324,22,Serrurerie,free,ignore,0.0,2025-11-14
226,17,Nettoyage,free,accept_offer,1.0,2026-04-30
48,269,Carrelage,free,reject_offer,-0.3,2026-04-09
346,114,Maçonnerie,free,reject_offer,-0.3,2026-06-03
144,135,Nettoyage,free,view_profile,0.2,2025-12-10
261,276,Menuiserie,elite,message_sent,0.6,2025-07-14
160,33,Nettoyage,elite,accept_offer,1.0,2026-02-07
27,53,Nettoyage,free,reject_offer,-0.3,2025-09-29
332,166,Maçonnerie,free,ignore,0.0,2025-09-14
206,275,Électricité,free,ignore,0.0,2025-08-02
167,202,Menuiserie,premium,accept_offer,1.0,2026-03-05
309,39,Serrurerie,premium,ignore,0.0,2026-03-30
328,225,Nettoyage,basic,reject_offer,-0.3,2026-01-21
317,229,Électricité,free,accept_offer,1.0,2025-08-16
119,155,Serrurerie,free,ignore,0.0,2026-04-22
137,183,Informatique,free,accept_offer,1.0,2025-11-01
135,211,Carrelage,free,ignore,0.0,2026-03-26
151,13,Plomberie,elite,ignore,0.0,2025-10-01
396,217,Menuiserie,premium,reject_offer,-0.3,2026-01-09
153,12,Informatique,premium,view_profile,0.2,2025-09-24
69,164,Jardinage,free,reject_offer,-0.3,2026-02-15
260,107,Électricité,free,ignore,0.0,2025-12-03
299,256,Déménagement,free,accept_offer,1.0,2026-06-01
83,76,Plomberie,free,accept_offer,1.0,2025-10-02
54,261,Nettoyage,free,reject_offer,-0.3,2026-03-18
397,107,Électricité,free,ignore,0.0,2025-08-13
290,46,Serrurerie,basic,accept_offer,1.0,2025-12-10
362,156,Nettoyage,basic,reject_offer,-0.3,2025-09-29
117,90,Électricité,free,accept_offer,1.0,2025-12-14
378,191,Informatique,premium,view_profile,0.2,2025-11-29
321,131,Serrurerie,free,reject_offer,-0.3,2026-03-30
222,200,Plomberie,basic,view_profile,0.2,2026-01-29
107,154,Électricité,free,accept_offer,1.0,2025-12-18
242,131,Serrurerie,free,accept_offer,1.0,2025-08-06
177,294,Électricité,premium,accept_offer,1.0,2025-10-28
333,43,Menuiserie,free,ignore,0.0,2026-02-09
138,59,Informatique,basic,reject_offer,-0.3,2026-01-17
2,173,Menuiserie,elite,view_profile,0.2,2025-08-26
85,40,Peinture,basic,accept_offer,1.0,2025-07-23
208,290,Menuiserie,free,accept_offer,1.0,2026-05-01
147,51,Menuiserie,elite,message_sent,0.6,2025-11-05
141,246,Climatisation,free,reject_offer,-0.3,2025-07-04
362,131,Serrurerie,free,ignore,0.0,2025-09-17
356,250,Déménagement,basic,ignore,0.0,2025-10-30
14,66,Peinture,free,ignore,0.0,2025-08-08
275,208,Nettoyage,basic,message_sent,0.6,2026-04-27
124,104,Climatisation,basic,ignore,0.0,2025-06-19
78,218,Jardinage,free,ignore,0.0,2026-04-25
179,16,Peinture,basic,reject_offer,-0.3,2026-05-01
300,197,Serrurerie,basic,accept_offer,1.0,2025-09-08
60,286,Plomberie,basic,ignore,0.0,2026-01-03
194,232,Menuiserie,free,accept_offer,1.0,2026-04-08
383,194,Déménagement,free,ignore,0.0,2026-01-02
223,40,Peinture,basic,view_profile,0.2,2025-11-12
383,202,Menuiserie,premium,reject_offer,-0.3,2025-10-25
90,17,Nettoyage,free,view_profile,0.2,2025-08-09
69,113,Plomberie,premium,message_sent,0.6,2026-04-02
279,21,Jardinage,basic,view_profile,0.2,2025-09-19
372,225,Nettoyage,basic,ignore,0.0,2026-03-15
114,216,Plomberie,free,reject_offer,-0.3,2026-04-17
380,9,Menuiserie,free,view_profile,0.2,2026-01-22
315,37,Jardinage,basic,accept_offer,1.0,2026-04-26
156,142,Déménagement,premium,ignore,0.0,2025-08-05
141,151,Informatique,basic,view_profile,0.2,2025-08-28
109,126,Menuiserie,premium,reject_offer,-0.3,2025-12-01
33,235,Maçonnerie,free,accept_offer,1.0,2025-12-24
185,223,Climatisation,free,ignore,0.0,2025-08-15
193,27,Peinture,free,view_profile,0.2,2025-12-18
127,251,Maçonnerie,basic,accept_offer,1.0,2025-12-16
112,35,Jardinage,basic,reject_offer,-0.3,2025-12-04
377,196,Peinture,free,ignore,0.0,2026-04-25
172,183,Informatique,free,reject_offer,-0.3,2025-08-24
328,94,Déménagement,free,reject_offer,-0.3,2026-01-15
193,135,Nettoyage,free,ignore,0.0,2025-11-04
312,24,Jardinage,premium,view_profile,0.2,2026-03-12
166,2,Carrelage,free,ignore,0.0,2025-11-23
176,33,Nettoyage,elite,accept_offer,1.0,2025-09-19
139,148,Informatique,elite,reject_offer,-0.3,2025-10-13
282,205,Informatique,basic,reject_offer,-0.3,2025-09-05
274,275,Électricité,free,message_sent,0.6,2025-06-05
154,241,Informatique,free,ignore,0.0,2025-10-02
34,130,Peinture,premium,ignore,0.0,2025-10-24
194,43,Menuiserie,free,reject_offer,-0.3,2026-02-06
150,298,Déménagement,free,ignore,0.0,2025-08-20
184,48,Déménagement,free,view_profile,0.2,2026-05-27
302,235,Maçonnerie,free,accept_offer,1.0,2026-01-29
302,163,Déménagement,elite,message_sent,0.6,2025-08-12
353,5,Électricité,free,message_sent,0.6,2026-03-30
165,147,Déménagement,basic,message_sent,0.6,2026-02-13
334,223,Climatisation,free,accept_offer,1.0,2026-02-23
100,27,Peinture,free,ignore,0.0,2025-12-13
258,27,Peinture,free,view_profile,0.2,2026-05-27
275,246,Climatisation,free,ignore,0.0,2025-07-18
160,106,Plomberie,basic,accept_offer,1.0,2025-11-18
48,34,Nettoyage,elite,message_sent,0.6,2026-01-12
247,274,Carrelage,free,accept_offer,1.0,2026-04-24
54,8,Jardinage,elite,accept_offer,1.0,2026-03-12
40,281,Climatisation,premium,accept_offer,1.0,2025-06-28
315,208,Nettoyage,basic,accept_offer,1.0,2025-11-15
217,155,Serrurerie,free,view_profile,0.2,2026-01-23
28,209,Menuiserie,premium,reject_offer,-0.3,2026-05-04
2,74,Informatique,basic,ignore,0.0,2026-03-28
337,102,Informatique,free,message_sent,0.6,2025-07-11
191,135,Nettoyage,free,view_profile,0.2,2025-09-13
7,207,Climatisation,free,view_profile,0.2,2025-09-07
100,28,Peinture,basic,view_profile,0.2,2026-02-17
222,172,Maçonnerie,premium,ignore,0.0,2026-05-24
172,10,Nettoyage,free,ignore,0.0,2025-08-14
87,148,Informatique,elite,accept_offer,1.0,2025-07-24
149,79,Déménagement,free,view_profile,0.2,2025-12-31
246,19,Déménagement,premium,view_profile,0.2,2025-07-13
132,164,Jardinage,free,ignore,0.0,2026-03-21
73,10,Nettoyage,free,view_profile,0.2,2025-12-27
218,128,Serrurerie,elite,message_sent,0.6,2026-02-25
73,66,Peinture,free,view_profile,0.2,2025-08-13
143,20,Informatique,free,view_profile,0.2,2025-11-15
119,67,Plomberie,free,view_profile,0.2,2025-09-03
25,191,Informatique,premium,accept_offer,1.0,2026-05-06
15,49,Électricité,free,ignore,0.0,2026-04-15
388,24,Jardinage,premium,ignore,0.0,2025-08-02
389,107,Électricité,free,message_sent,0.6,2025-11-09
108,115,Serrurerie,basic,reject_offer,-0.3,2025-09-11
117,90,Électricité,free,accept_offer,1.0,2026-02-24
194,60,Électricité,free,ignore,0.0,2025-08-25
125,131,Serrurerie,free,accept_offer,1.0,2026-01-01
348,146,Climatisation,basic,accept_offer,1.0,2025-09-23
156,96,Informatique,basic,accept_offer,1.0,2025-11-04
396,153,Climatisation,free,ignore,0.0,2026-01-10
3,89,Maçonnerie,free,message_sent,0.6,2026-02-22
221,220,Peinture,free,view_profile,0.2,2025-09-02
382,28,Peinture,basic,ignore,0.0,2026-03-30
183,127,Nettoyage,free,reject_offer,-0.3,2026-01-23
326,243,Peinture,premium,accept_offer,1.0,2025-10-07
142,294,Électricité,premium,accept_offer,1.0,2026-04-21
185,91,Serrurerie,premium,accept_offer,1.0,2025-10-01
183,208,Nettoyage,basic,ignore,0.0,2025-07-22
172,91,Serrurerie,premium,ignore,0.0,2025-12-28
190,171,Plomberie,free,accept_offer,1.0,2025-07-08
137,250,Déménagement,basic,ignore,0.0,2025-12-21
81,190,Déménagement,free,ignore,0.0,2026-04-28
262,32,Carrelage,free,reject_offer,-0.3,2026-01-04
214,154,Électricité,free,view_profile,0.2,2026-02-02
190,113,Plomberie,premium,message_sent,0.6,2026-03-29
358,190,Déménagement,free,view_profile,0.2,2026-01-17
399,139,Nettoyage,free,ignore,0.0,2025-12-23
223,163,Déménagement,elite,reject_offer,-0.3,2025-11-25
107,288,Jardinage,free,accept_offer,1.0,2026-05-23
359,209,Menuiserie,premium,view_profile,0.2,2026-04-25
393,296,Carrelage,elite,accept_offer,1.0,2025-11-25
383,128,Serrurerie,elite,view_profile,0.2,2025-09-16
363,199,Maçonnerie,elite,accept_offer,1.0,2026-04-04
78,153,Climatisation,free,view_profile,0.2,2026-02-03
42,81,Jardinage,free,accept_offer,1.0,2026-05-01
358,215,Jardinage,basic,ignore,0.0,2026-04-21
281,115,Serrurerie,basic,accept_offer,1.0,2025-09-21
338,147,Déménagement,basic,reject_offer,-0.3,2025-11-20
257,220,Peinture,free,message_sent,0.6,2026-03-27
14,212,Informatique,basic,ignore,0.0,2025-12-23
375,276,Menuiserie,elite,view_profile,0.2,2026-03-21
241,122,Menuiserie,elite,accept_offer,1.0,2026-03-11
337,40,Peinture,basic,accept_offer,1.0,2025-12-03
115,257,Menuiserie,free,view_profile,0.2,2025-12-23
264,101,Jardinage,basic,reject_offer,-0.3,2025-07-20
15,126,Menuiserie,premium,view_profile,0.2,2025-09-19
243,67,Plomberie,free,reject_offer,-0.3,2026-02-01
354,86,Peinture,free,ignore,0.0,2025-06-07
49,141,Nettoyage,basic,reject_offer,-0.3,2026-01-07
247,284,Plomberie,free,ignore,0.0,2025-06-14
285,72,Climatisation,free,accept_offer,1.0,2025-10-23
294,107,Électricité,free,view_profile,0.2,2025-08-06
147,204,Carrelage,free,accept_offer,1.0,2026-04-04
394,153,Climatisation,free,ignore,0.0,2026-01-17
204,95,Serrurerie,elite,accept_offer,1.0,2025-10-25
74,297,Déménagement,premium,ignore,0.0,2026-04-25
85,199,Maçonnerie,elite,ignore,0.0,2025-11-03
177,208,Nettoyage,basic,message_sent,0.6,2025-09-10
307,56,Jardinage,basic,accept_offer,1.0,2026-03-31
302,154,Électricité,free,view_profile,0.2,2025-12-24
294,135,Nettoyage,free,reject_offer,-0.3,2026-05-11
41,57,Jardinage,free,view_profile,0.2,2026-01-02
360,197,Serrurerie,basic,reject_offer,-0.3,2026-03-22
236,46,Serrurerie,basic,accept_offer,1.0,2026-01-22
345,14,Carrelage,basic,accept_offer,1.0,2026-03-13
115,112,Électricité,basic,accept_offer,1.0,2026-04-08
57,17,Nettoyage,free,view_profile,0.2,2025-12-21
56,87,Climatisation,basic,accept_offer,1.0,2026-03-24
15,59,Informatique,basic,accept_offer,1.0,2025-10-09
291,140,Nettoyage,free,reject_offer,-0.3,2025-06-22
390,42,Électricité,basic,view_profile,0.2,2025-10-01
140,140,Nettoyage,free,message_sent,0.6,2026-05-11
215,247,Carrelage,free,ignore,0.0,2025-09-18
352,141,Nettoyage,basic,reject_offer,-0.3,2025-07-26
145,24,Jardinage,premium,ignore,0.0,2026-03-11
354,136,Électricité,free,view_profile,0.2,2025-07-06
37,223,Climatisation,free,accept_offer,1.0,2025-09-23
20,38,Climatisation,premium,ignore,0.0,2026-03-10
47,54,Climatisation,basic,accept_offer,1.0,2025-10-27
297,43,Menuiserie,free,ignore,0.0,2025-06-29
160,83,Déménagement,free,ignore,0.0,2025-06-24
78,272,Électricité,free,accept_offer,1.0,2026-01-04
214,61,Maçonnerie,free,reject_offer,-0.3,2026-03-10
17,38,Climatisation,premium,reject_offer,-0.3,2026-04-09
21,127,Nettoyage,free,accept_offer,1.0,2025-08-06
395,103,Déménagement,basic,message_sent,0.6,2025-11-20
155,284,Plomberie,free,message_sent,0.6,2025-08-23
31,108,Informatique,premium,accept_offer,1.0,2025-07-13
218,32,Carrelage,free,ignore,0.0,2026-03-21
344,50,Électricité,free,reject_offer,-0.3,2026-04-03
52,106,Plomberie,basic,ignore,0.0,2025-12-17
31,41,Électricité,free,accept_offer,1.0,2026-02-06
51,45,Serrurerie,free,ignore,0.0,2025-08-03
105,70,Nettoyage,free,ignore,0.0,2025-07-25
299,159,Menuiserie,basic,accept_offer,1.0,2025-06-13
70,156,Nettoyage,basic,ignore,0.0,2026-05-13
3,83,Déménagement,free,ignore,0.0,2026-02-26
285,46,Serrurerie,basic,message_sent,0.6,2025-08-05
68,274,Carrelage,free,reject_offer,-0.3,2026-04-24
154,163,Déménagement,elite,view_profile,0.2,2026-02-08
357,39,Serrurerie,premium,ignore,0.0,2026-04-12
110,224,Électricité,free,accept_offer,1.0,2026-02-21
189,252,Serrurerie,elite,accept_offer,1.0,2026-01-10
97,37,Jardinage,basic,message_sent,0.6,2025-07-15
20,256,Déménagement,free,accept_offer,1.0,2025-07-31
337,195,Maçonnerie,free,view_profile,0.2,2026-03-27
147,87,Climatisation,basic,message_sent,0.6,2025-08-21
61,179,Peinture,free,message_sent,0.6,2025-06-29
39,122,Menuiserie,elite,view_profile,0.2,2025-11-23
112,170,Électricité,premium,view_profile,0.2,2026-04-06
340,222,Plomberie,basic,ignore,0.0,2025-09-07
199,35,Jardinage,basic,accept_offer,1.0,2025-10-12
177,173,Menuiserie,elite,view_profile,0.2,2025-11-17
90,255,Serrurerie,free,ignore,0.0,2025-07-13
2,72,Climatisation,free,reject_offer,-0.3,2025-10-27
250,34,Nettoyage,elite,reject_offer,-0.3,2026-01-29
299,278,Jardinage,basic,reject_offer,-0.3,2026-04-15
142,267,Maçonnerie,basic,accept_offer,1.0,2025-12-05
219,200,Plomberie,basic,accept_offer,1.0,2026-02-19
292,114,Maçonnerie,free,ignore,0.0,2025-06-20
190,55,Nettoyage,free,reject_offer,-0.3,2026-04-22
359,175,Nettoyage,free,accept_offer,1.0,2025-11-30
340,206,Nettoyage,basic,message_sent,0.6,2025-12-08
399,259,Maçonnerie,basic,message_sent,0.6,2025-08-18
95,230,Menuiserie,free,reject_offer,-0.3,2025-07-19
234,80,Jardinage,premium,accept_offer,1.0,2025-08-12
390,186,Nettoyage,basic,accept_offer,1.0,2025-06-18
133,196,Peinture,free,ignore,0.0,2026-02-03
12,22,Serrurerie,free,view_profile,0.2,2026-05-05
141,57,Jardinage,free,ignore,0.0,2025-06-07
194,261,Nettoyage,free,ignore,0.0,2026-01-06
93,134,Maçonnerie,free,view_profile,0.2,2026-05-29
263,228,Informatique,premium,ignore,0.0,2025-07-27
3,2,Carrelage,free,ignore,0.0,2026-01-01
210,278,Jardinage,basic,reject_offer,-0.3,2026-05-15
140,52,Climatisation,basic,accept_offer,1.0,2026-03-06
73,4,Informatique,premium,accept_offer,1.0,2025-08-30
99,257,Menuiserie,free,ignore,0.0,2025-08-06
180,83,Déménagement,free,view_profile,0.2,2025-08-17
283,76,Plomberie,free,view_profile,0.2,2026-03-16
80,146,Climatisation,basic,view_profile,0.2,2025-10-25
242,168,Plomberie,basic,ignore,0.0,2026-03-01
99,184,Jardinage,basic,ignore,0.0,2026-04-03
305,153,Climatisation,free,view_profile,0.2,2025-10-22
48,20,Informatique,free,ignore,0.0,2026-03-15
138,232,Menuiserie,free,accept_offer,1.0,2025-08-03
117,191,Informatique,premium,reject_offer,-0.3,2025-07-27
361,60,Électricité,free,ignore,0.0,2025-11-29
342,16,Peinture,basic,ignore,0.0,2025-11-12
100,164,Jardinage,free,ignore,0.0,2026-01-17
